Occupation,Age,Annual_Income,Interest_Rate,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Payment_Behaviour,Monthly_Balance,CONTRACT_CODE,APPROVED_AMOUNT,GRANT_DATE,EXPIRY_DATE,TENURE,TERM,LOAN_TYPE,LOAN_DESCRIPTION,LOAN_PRODUCT,LTYPE,BUSINESS_DATE,PRINCIPAL_OS,INTEREST_OS,PRINCIPAL_ARREARS,CURRENT_COMMITTMENT,INSTALLMENT_AMOUNT,INSTALLMENT_FREQ_PRINCIPAL,INSTALLMENT_FREQ_INTEREST,RISK_GRADE,ECONOMIC_SECTOR,INDUSTRY,SECTOR,TERM_OF_PAYMENT,COLLATTERAL,COLLATERAL_VALUE,year,Credit_Score,Occupation
Architect,22,18305.25,4.0,Home Equity Loan,14.0,10_,Low_spent_Small_value_payments,266.43251893628843,1000114020967,40540500.0,2015-04-08,2020-04-09 00:00:00,Long Term,MEDIUM,TL,Construction Machinery Loan,CONSTR.MACH,AA,2023-05-24,385.456,68202.664,0.0,0.0,2771310.72,0,0,RG1,Consumer and staff loans,"Constr-roads,bridge,hospital,school",Construction,Quarterly,Escavator;Others-Construction Machinery,232684958.25,2020,Good,_______
Teacher,22,18305.25,4.0,Home Equity Loan,14.0,9,Low_spent_Small_value_payments,302.99185423583117,1000114392662,78314433.96,2015-04-16,2024-10-15 00:00:00,Long Term,LONG TERM,TL,Working Capital & Project Loan,TERM.LOAN,AA,2023-05-24,39724296.26,2332109.73,-7327800.96,1926762.14,8941611.35,0,0,RG3,Manufacturing,Proc & prese meat & meat pdts,Manufacturing,Quarterly,Factory Building,19562795.57,2024,Good,Teacher
Teacher,22,18305.25_,207.0,Home Equity Loan,14.0,11,Low_spent_Small_value_payments,258.40898955539586,1000116475824,37080.4,2007-11-28,2022-11-27 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,5.419747726512282e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2022,Good,Teacher
Journalist,25,27865.26,6.0,Student Loan,22.0,18,Low_spent_Small_value_payments,319.4724557023289,1000116475891,37080.4,2007-12-11,2022-12-10 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,565.86,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2022,Standard,Journalist
Journalist,25,27865.26,6.0,Student Loan,27.0,18,Low_spent_Small_value_payments,193.76332901305236,1000116475905,49759.08,2007-12-11,2022-12-10 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.3BED,AA,2023-05-24,31.278,0.998,0.0,0.0,759.34,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,71084.4,2022,Standard,Journalist
Journalist,25,27865.26,6.0,Student Loan,22.0,18,High_spent_Medium_value_payments,423.98643370950117,1000116475921,34982.8,2007-12-11,2022-12-10 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,533.85,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,43728.5,2022,Standard,Journalist
Journalist,25,27865.26,6.0,Student Loan,22.0,19,!@9#%8,419.6451986997141,1000116475948,37080.4,2007-12-25,2022-12-24 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,567.91,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.0,2022,Standard,Journalist
Journalist,25,27865.26,6.0,Student Loan,22.0,18,Low_spent_Small_value_payments,376.5848405997586,1000116475956,37080.4,2007-12-25,2022-12-24 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,567.91,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2022,Standard,Journalist
Journalist,26,27865.26,6.0,Student Loan,27.0,18,!@9#%8,436.1262427354063,1000116475988,37080.4,2007-12-25,2022-12-24 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,567.91,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2022,Standard,Journalist
Journalist,26,27865.26,6.0,Student Loan,22.0,16,Low_spent_Small_value_payments,379.30089028076105,1000116476057,49759.08,2007-12-29,2022-12-28 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985412.374,0.998,0.0,0.0,9.26479867442734e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,71084.4,2022,Poor,Journalist
Journalist,26,27865.26,6.0,Student Loan,22.0,18,Low_spent_Small_value_payments,415.8783985445714,1000116476065,41845.6,2008-01-10,2023-01-09 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985412.374,0.0,0.0,0.0,9.264798674427354e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,52307.0,2023,Poor,Journalist
Architect,36,23404.86,7.0,Home Equity Loan,14.0,17,Low_spent_Large_value_payments,375.47786821288736,1000116476178,37080.4,2007-11-28,2022-11-27 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985412.374,0.0,0.0,0.0,3.845050947915094e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2022,Standard,Architect
Architect,36,23404.86,7.0,Home Equity Loan,8.0,20,High_spent_Medium_value_payments,384.3765339258093,1000116476189,37080.4,2007-12-03,2022-12-02 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,573.41,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2022,Standard,Architect
Architect,36,23404.86,7.0,Home Equity Loan,12.0,17,Low_spent_Large_value_payments,379.6157390226242,1000116476219,37080.4,2007-12-11,2022-12-10 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,565.86,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2022,Standard,Architect
Architect,36,23404.86,7.0,Home Equity Loan,12.0,17,High_spent_Small_value_payments,358.6953906786353,1000116476227,37080.4,2007-12-11,2022-12-10 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,565.86,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2022,Standard,_______
Architect,36,23404.86,7.0,Home Equity Loan,12.0,17,Low_spent_Small_value_payments,342.6659789967972,1000116476235,42119.2,2007-12-11,2022-12-10 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,6753.452,15.542,0.0,0.0,642.75,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,52649.0,2022,Standard,Architect
Architect,36,23404.86,7.0,Home Equity Loan,12.0,16,High_spent_Large_value_payments,395.5520727057606,1000116476251,61263.6,2007-12-11,2022-12-10 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,5.32160351942651e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,76579.5,2022,Standard,Architect
Architect,36,23404.86,7.0,Home Equity Loan,12.0,20,High_spent_Large_value_payments,384.8384052079196,1000116476332,34982.8,2007-12-25,2022-12-24 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,11809.502,110.702,0.0,0.0,535.79,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,34982.8,2022,Standard,Architect
Architect,36,23404.86,7.0,Home Equity Loan,12.0,17,Low_spent_Small_value_payments,393.3845202156908,1000116476367,41845.6,2007-12-25,2022-12-24 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4584.766000000001,14.464,0.0,0.0,640.9,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,52307.0,2022,Standard,Architect
Musician,33,14205.09,21.0,"Student Loan, Not Specified, Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Not Specified, and Student Loan",33.0,18,Low_spent_Small_value_payments,302.01565395081514,1000116476375,34982.8,2007-12-25,2022-12-24 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,535.79,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,43728.5,2022,Poor,Musician
Musician,33,14205.09,21.0,"Student Loan, Not Specified, Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Not Specified, and Student Loan",33.0,18,Low_spent_Small_value_payments,262.6460624,1000116476437,41298.4,2008-01-22,2023-01-21 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,4.132951848634129e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,51623.0,2023,Poor,Musician
Musician,33,14205.09,21.0,"Student Loan, Not Specified, Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Not Specified, and Student Loan",35.0,19,Low_spent_Small_value_payments,220.03400710628284,1000116476448,34982.8,2008-01-22,2023-01-21 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,449.6,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,43728.5,2023,Poor,Musician
Architect,33,14205.09,21.0,"Student Loan, Not Specified, Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Not Specified, and Student Loan",33.0,17,Low_spent_Medium_value_payments,266.8829238449626,1000116476537,37080.4,2008-02-05,2023-02-04 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985412.374,0.0,0.0,0.0,3.845050947915094e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2023,Standard,_______
Musician,33,14205.09,21.0,"Student Loan, Not Specified, Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Not Specified, and Student Loan",36.0,19,Low_spent_Large_value_payments,265.05530468293233,1000116476658,34982.8,2008-03-10,2023-03-09 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,3.845050947915102e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,43728.5,2023,Standard,Musician
Musician,33,14205.09,21.0,"Student Loan, Not Specified, Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Not Specified, and Student Loan",33.0,19,High_spent_Large_value_payments,284.30712993373334,1000116476715,42119.2,2008-03-27,2023-03-26 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985425.573999,298.1180000000001,0.0,0.0,7.788246102915958e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,52649.0,2023,Standard,Musician
Musician,34,14205.09_,21.0,"Student Loan, Not Specified, Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Not Specified, and Student Loan",33.0,19,Low_spent_Small_value_payments,259.4761738499293,1000116476747,41845.6,2008-04-03,2023-04-02 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985412.374,0.0,0.0,0.0,9.264798674427354e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,52307.0,2023,Standard,Musician
Musician,34,14205.09,21.0,"Student Loan, Not Specified, Not Specified, Credit-Builder Loan, Student Loan, Mortgage Loan, Not Specified, and Student Loan",33.0,21,Low_spent_Small_value_payments,304.5542284730413,1000116476758,34982.8,2008-04-03,2023-04-02 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,3.845050947915102e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,43728.5,2023,Poor,Musician
Scientist,28,62320.56,18.0,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan",26.0,15,High_spent_Medium_value_payments,405.8421340110332,1000116476782,37080.4,2008-04-28,2023-04-27 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985412.374,0.0,0.0,0.0,3.845050947915094e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2023,Standard,Scientist
Scientist,28,62320.56,18.0,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan",23.0,15,High_spent_Large_value_payments,473.0723916440297,1000116476812,37080.4,2008-05-09,2023-05-08 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985412.374,0.0,0.0,0.0,3.845050947915094e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2023,Standard,Scientist
Scientist,28,62320.56,18.0,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan",22.0,17,High_spent_Medium_value_payments,422.65107477688935,1000116476839,37080.4,2008-01-30,2023-01-29 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985412.374,0.0,0.0,0.0,3.845050947915094e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2023,Standard,Scientist
Scientist,28_,62320.56,18.0,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan",23.0,15,Low_spent_Small_value_payments,0.6882987789595063,1000116476847,34982.8,2008-01-30,2023-01-29 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,3.845050947915102e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,43728.5,2023,Standard,Scientist
Scientist,28,62320.56,18.0,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan",23.0,17,!@9#%8,267.8198654481976,1000116476855,34982.8,2008-01-30,2023-01-29 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,3.845050947915102e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,43728.5,2023,Standard,Scientist
Scientist,-500,62320.56,18.0,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan",23.0,16,High_spent_Medium_value_payments,513.5324195611067,1000116476898,49759.08,2008-02-05,2023-02-04 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.3BED,AA,2023-05-24,4325985412.374,0.998,0.0,0.0,9.26479867442734e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,71084.4,2023,Standard,Scientist
Scientist,28,62320.56,3366.0,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan",23.0,15,High_spent_Small_value_payments,500.69543887548934,1000116476901,37080.4,2008-02-05,2023-02-04 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985412.374,0.0,0.0,0.0,3.845050947915094e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2023,Standard,Scientist
Scientist,28,62320.56,18.0,"Debt Consolidation Loan, Home Equity Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan",23.0,15,High_spent_Small_value_payments,423.9815768794014,1000116476917,34982.8,2008-02-05,2023-02-04 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,3.845050947915102e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,43728.5,2023,Standard,Scientist
Manager,25,43758.34,12.0,"Personal Loan, and Payday Loan",9.0,2,High_spent_Small_value_payments,319.88234324581913,1000116476968,37080.4,2008-02-13,2023-02-12 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985412.374,0.0,0.0,0.0,3.845050947915094e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2023,Good,Manager
Manager,25,43758.34,12.0,"Personal Loan, and Payday Loan",13.0,2,Low_spent_Small_value_payments,161.61088840472138,1000116476987,37080.4,2008-02-13,2023-02-12 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985412.374,0.0,0.0,0.0,3.845050947915094e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2023,Good,Manager
Manager,25,43758.34,5565.0,"Personal Loan, and Payday Loan",18.0,2,High_spent_Medium_value_payments,485.30735405066434,1000116476995,34982.8,2008-02-20,2023-02-19 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,527.35,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,43728.5,2023,Good,Manager
Architect,25,43758.34,12.0,"Personal Loan, and Payday Loan",13.0,1,Low_spent_Small_value_payments,384.15663242296927,1000116477002,41845.6,2008-02-20,2023-02-19 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985412.374,0.0,0.0,0.0,9.264798674427354e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,52307.0,2023,Good,_______
Manager,25,43758.34,12.0,"Personal Loan, and Payday Loan",13.0,0,Low_spent_Small_value_payments,190.0898019352834,1000116477045,41845.6,2008-02-20,2023-02-19 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985412.374,0.0,0.0,0.0,9.264798674427354e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,52307.0,2023,Good,Manager
Architect,25,43758.34,12.0,"Personal Loan, and Payday Loan",13.0,5,High_spent_Small_value_payments,401.5681952,1000116477061,42119.2,2008-03-10,2023-03-09 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985425.573999,298.1180000000001,0.0,0.0,7.788246102915958e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,52649.0,2023,Good,_______
Manager,25_,43758.34_,12.0,"Personal Loan, and Payday Loan",13.0,2,High_spent_Large_value_payments,492.32702471075083,1000116477077,41298.4,2008-03-10,2023-03-09 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,4.132951848634129e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,51623.0,2023,Standard,Manager
Architect,25,43758.34,12.0,"Personal Loan, and Payday Loan",11.0,2,Low_spent_Small_value_payments,214.90341991912206,1000116477088,41298.4,2008-03-10,2023-03-09 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,4.132951848634129e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,51623.0,2023,Good,_______
Writer,20,144881.68,15.0,"Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",6.0,13,High_spent_Large_value_payments,738.2518345151111,1000116477134,49759.08,2008-03-14,2023-03-13 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.3BED,AA,2023-05-24,4325985412.374,0.998,0.0,0.0,9.26479867442734e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,71084.4,2023,Standard,Writer
Writer,20,144881.68,15.0,"Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",10.0,15,High_spent_Large_value_payments,775.4860371319072,1000116477158,34880.8,2008-03-27,2023-03-26 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985425.573999,11.886,0.0,0.0,6.608399397304642e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,43728.5,2023,Standard,Writer
Writer,20,144881.68,15.0,"Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",5.0,13,Low_spent_Small_value_payments,0.6882987789595063,1000116477169,34982.8,2008-03-27,2023-03-26 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,3.845050947915102e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,43728.5,2023,Standard,Writer
Writer,20,144881.68_,15.0,"Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",5.0,13,Low_spent_Small_value_payments,72.87980133374596,1000116477207,34982.8,2008-04-28,2023-04-27 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,3.845050947915102e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,43728.5,2023,Standard,Writer
Writer,20,144881.68,15.0,"Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",5.0,16,High_spent_Medium_value_payments,579.1755922932681,1000116477266,42119.2,2008-06-03,2023-06-02 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985425.573999,298.1180000000001,0.0,0.0,7.788246102915958e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,52649.0,2023,Standard,Writer
Writer,20,144881.68,15.0,"Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",4.0,13,High_spent_Small_value_payments,275.27912278672994,1000116477298,37080.4,2008-06-03,2023-06-02 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985412.374,0.0,0.0,0.0,3.845050947915094e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2023,Standard,Writer
Writer,20,144881.68,15.0,"Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",1.0,13,!@9#%8,0.6882987789595063,1000116477304,37080.4,2008-06-03,2023-06-02 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985412.374,0.0,0.0,0.0,3.845050947915094e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2023,Standard,Writer
Writer,20,144881.68,15.0,"Student Loan, Debt Consolidation Loan, Credit-Builder Loan, and Home Equity Loan",3.0,12,High_spent_Small_value_payments,479.8240343967524,1000116477452,34982.8,2007-11-28,2022-11-27 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,540.22,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,43728.5,2022,Standard,Writer
Media_Manager,38_,108147.3,6.0,"Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",14.0,20,High_spent_Small_value_payments,612.9678756761531,1000116477479,49759.08,2007-12-11,2022-12-10 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.3BED,AA,2023-05-24,4325985412.374,0.998,0.0,0.0,9.26479867442734e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,71084.4,2022,Standard,Media_Manager
Media_Manager,38,108147.3,6.0,"Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",13.0,19,Low_spent_Medium_value_payments,162.06971328698125,1000116477487,37080.4,2007-12-11,2022-12-10 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,565.86,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2022,Standard,Media_Manager
Media_Manager,38,108147.3,6.0,"Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",14.0,21,High_spent_Large_value_payments,804.9148020346566,1000116477533,34982.8,2007-12-11,2022-12-10 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,533.85,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,43728.5,2022,Standard,Media_Manager
Media_Manager,38,108147.3,6.0,"Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",14.0,16,High_spent_Large_value_payments,778.6118202527321,1000116477576,37080.4,2007-12-20,2022-12-19 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,567.18,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2022,Standard,Media_Manager
Media_Manager,38,108147.3,6.0,"Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",14.0,20,High_spent_Large_value_payments,736.8553867742527,1000116477592,37080.4,2007-12-20,2022-12-19 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,567.18,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2022,Standard,Media_Manager
Media_Manager,38,108147.3,6.0,"Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",14.0,20,High_spent_Medium_value_payments,808.7443365846841,1000116477649,41298.4,2007-12-25,2022-12-24 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,0.0,0.0,0.0,0.0,4.132951848634129e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,51623.0,2022,Standard,Media_Manager
Media_Manager,38,108147.3,6.0,"Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",13.0,20,High_spent_Medium_value_payments,565.0150300641279,1000116477738,37080.4,2008-02-05,2023-02-04 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985412.374,0.0,0.0,0.0,3.845050947915094e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2023,Good,Media_Manager
Media_Manager,38,108147.3,6.0,"Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Student Loan",14.0,20,Low_spent_Small_value_payments,25.29240814195305,1000116477746,37080.4,2008-02-05,2023-02-04 00:00:00,Long Term,LONG TERM,TL,Condominium Loan ,CONDO.2BED,AA,2023-05-24,4325985412.374,0.0,0.0,0.0,3.845050947915094e+16,0,0,RG3,Consumer and staff loans,Other individuals,Individual,Monthly,Condominium,46350.5,2023,Good,Media_Manager
